id,title,img,actors,director,brief,goal,category,isCrawl,isIndex
kbctgcaalm6j83u,快乐星球第三部,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/k/kbctgcaalm6j83u.jpg,,,黑暗星球搞政变,0.9,科幻,0,0
mzc00200ibqz3tc,《法定丈夫[普通话版]》,//puui.qpic.cn/vupload/0/20190716_sub_poster_vip.png/0,普林·苏帕拉/ 尼塔莎·吉拉尤吉恩,安湃鹏·吉美诺,梅艾和蒂安因为双方的母亲是好朋友所以从学生时代就认识，而梅艾一直以为自己暗恋着蒂安，后来在蒂安有危险的时候，毫无怨言就同意和蒂安结婚，让他远离已婚女子亚达的纠缠，后来因为梅艾公司和蒂安公司合并，两个人还成了同事，两个人一起面对公司中出现的各种危机，在不断相处中相爱……,7.7,泰国 2020 爱情 喜剧 剧情,1,1
mzc002007fbpmu0,法定丈夫[泰语版],,,,逗趣小夫妻先婚后爱,20.,爱情 喜剧 剧情,0,0
78a76mhkuoiz8ad,你是我的毒玫瑰[泰语版],http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/7/78a76mhkuoiz8ad.jpg,,,毒舌男医生恋上娇蛮大明星,3.5,爱情 喜剧,0,0
r2v3k3icklt2htu,你是我的毒玫瑰[普通话版],http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/r/r2v3k3icklt2htu.jpg,,,毒舌男医生恋上娇蛮大明星,3.5,爱情 喜剧,0,0
9nl64ieihgh7qnz,恶魔债主,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/9/9nl64ieihgh7qnz.jpg,,,平凡女孩做助理还债遇真爱,3.0,爱情 喜剧,0,0
de3sp1vsa1dbcjn,天生绝配[泰语版],http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/de3sp1vsa1dbcjn.jpg,,,网红少女遇旧爱重燃爱火,2.9,爱情 剧情,0,0
mnlhz75wutwjp8m,天生绝配[普通话版],http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mnlhz75wutwjp8m.jpg,,,网红少女遇旧爱重燃爱火,2.9,爱情 剧情,0,0
lqxa3tle5cdkb1m,一喵定情[泰语版],http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/l/lqxa3tle5cdkb1m.jpg,,,Esther与Kenp甜宠蜜恋,2.9,爱情 剧情,0,0
wwvd4ex69l9akj5,一喵定情[普通话版],http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/w/wwvd4ex69l9akj5.jpg,,,Esther与Kenp甜宠蜜恋,2.9,爱情 剧情,0,0
4xejxtj554aysi2,千方百计爱上你,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/4/4xejxtj554aysi2.jpg,,,梨涡男神复仇记,2.8,爱情 剧情 偶像,0,0
jtropm8st3kuqj8,命中注定我爱你[泰国版][泰语],http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/j/jtropm8st3kuqj8.jpg,,,霸道总裁爱上便利贴女孩,2.6,爱情 偶像 剧情,0,0
vzp10cr3k15105h,公主罗曼史[泰语版],http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/v/vzp10cr3k15105h.jpg,,,傲娇公主与平民先婚后爱,2.5,爱情 剧情,0,0
uj4ltkwye13qlq6,等你爱我(泰语版),http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/u/uj4ltkwye13qlq6.jpg,,,高冷总裁爱上平凡“假妹妹”,2.5,爱情 剧情,0,0
s1nxlfvzkkb3kvh,公主罗曼史[普通话版],http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/s1nxlfvzkkb3kvh.jpg,,,傲娇公主与平民先婚后爱,2.5,爱情 剧情,0,0
69pauxs47creagq,等你爱我(普通话版),http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/6/69pauxs47creagq.jpg,,,高冷总裁爱上假妹妹,2.5,爱情 剧情,0,0
mzc00200k12f5gi,《猎狐》,//puui.qpic.cn/vcover_vt_pic/0/mzc00200y8o6ry91588759762579/350,王凯/ 王鸥/ 胡军/ 刘奕君/ 邓家佳/ 傅晶,刘新,"北江市刑警队的“天才捕手”夏远职场上与亦师亦友的杨建群配合默契，生活中与青梅竹马的于小卉婚期将近，事业爱情双丰收。然而，一场由克瑞股票暴跌引发的跳楼案打破了他原本的生活。克瑞集团老总王柏林联手股评专家郝小强操纵股市。在这场阴谋中，未婚妻于小卉逐渐迷失，师父的妹妹杨建秋也被搅入乱局。而罪魁祸首王柏林逃往国外，试图彻底洗白自己。
经历失去挚爱、友人涉案的夏远痛苦不已，此时同事吴稼琪陪伴他走出低谷，夏远得以迅速成长为一名优秀的经侦干警。经过不懈努力，夏远带领队友们逐个攻克了王柏林犯罪集团的在逃成员，最终，成功将王柏林遣返归案，完成了这场历时多年艰苦卓绝的较量。",9.18.0,内地 2020 犯罪 剧情,1,1
mzc00200x9p7sya,猎狐·速看版,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200x9p7sya.jpg,,,三分钟get高能剧情,13.,片花 犯罪 剧情,0,0
mzc00200xkz40h5,猎狐·课代表,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200xkz40h5.jpg,,,三分钟理解经侦大案,13.,片花 犯罪 剧情,0,0
mzc00200ymy2zh3,猎狐·片场花絮,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200ymy2zh3.jpg,,,精彩花絮一网打尽,11.,片花 犯罪 剧情,0,0
mzc0020084wch7x,猎狐·北京卫视微剧场,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc0020084wch7x.jpg,,,片场内外爆笑花絮,5.0,片花 刑侦,0,0
mzc00200dczw4x1,猎狐·胡军cut,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200dczw4x1.jpg,,,胡军精彩视频一网打尽,2.5,片花 犯罪 剧情,0,0
n5wqlss4tenzokw,刻不容缓,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/n/n5wqlss4tenzokw.jpg,,,正义与邪恶的较量,1.3,犯罪,0,0
adjzt1nircfo25o,伪装者,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/a/adjzt1nircfo25o.jpg,,,胡歌变身富少玩谍战,1.2,悬疑 剧情,0,0
ud6slm1j2jipzbw,知青,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/u/ud6slm1j2jipzbw.jpg,,,正能量青春赞歌,1.2,剧情,0,0
me1e5issr8ry6nf,天网孽情,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/me1e5issr8ry6nf.jpg,,,警察办案的人性,1.2,犯罪 警匪 悬疑,0,0
zgwpjn6b4mifpg4,放弃我抓紧我,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/z/zgwpjn6b4mifpg4.jpg,,,陈乔恩王凯首度合作,1.2,爱情 剧情,0,0
y83safzjp70asgy,等你爱我,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/y/y83safzjp70asgy.jpg,,,王凯边拉琴边追爱,1.1,家庭 剧情,0,0
6dsftudi6tvprc8,放弃我抓紧我[DVD版],http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/6/6dsftudi6tvprc8.jpg,,,陈乔恩王凯首度合作,1.0,爱情 剧情,0,0
y67txa7hffalada,女人的天空,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/y/y67txa7hffalada.jpg,,,王凯蒋欣变大学生村官,1.0,剧情,0,0
wibzr6v2oh6kpg8,女人不再沉默,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/w/wibzr6v2oh6kpg8.jpg,,,直面性骚扰绝不沉默,0.9,犯罪 剧情,0,0
mzc00200q06w7zx,《龙岭迷窟》,//i.gtimg.cn/qqlive/images/mark/mark_2.png,潘粤明/ 张雨绮/ 姜超/ 高伟光,费振翔,胡八一、王胖子和大金牙被村民编造的绣花鞋的故事所骗，前往陕西古兰县。水路艰险，胡八一挺身让众人脱险。在招待所幸遇陈瞎子提醒，得以逃脱村民圈套。三人无意掉入“龙岭迷窟”遭蝙蝠袭击，发现身上长出红斑，决定在王大爷家修整，遇到同样来找红斑根源的shirley杨，并听闻了鹧鸪哨和了尘大师寻找雮尘珠的英勇故事。几人决心寻找雮尘珠，陈瞎子告诉他们“内藏眢”就在此地。村民故技重施，要求胡八一等人寻找钱财，两拨人马前往洞穴，遭到蜘蛛袭击，被困暗阁，但大家齐心协力，化险为夷，最终进入了“棋盘”机关，众人协作，找到了龙骨天书，逃出洞穴，准备前往云南继续解密“红斑”。,9.48.3,豆 豆瓣高分 内地 2020 奇幻 动作 冒险 剧情,1,1
i200hs4ip5a6u7a,鬼吹灯之精绝古城,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/i/i200hs4ip5a6u7a.jpg,,,靳东陈乔恩开启探险之旅,3.5,科幻 动作 剧情,0,0
mzc002002gqkzvt,龙岭迷窟·幕后花絮,,,,灯云社逗贫营业,2.4,片花,0,0
mzc00200kbszxf4,龙岭迷窟·专刷探险版,,,,,2.4,片花,0,0
mzc00200m74dz28,竖屏刷龙岭迷窟,,,,上头很轻松,2.4,片花,0,0
yoz60y87rdgl1vp,鬼吹灯之黄皮子坟,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/y/yoz60y87rdgl1vp.jpg,,,阮经天携探险团绝地求生,2.3,科幻 动作 剧情,0,0
mzc00200wb4bx34,龙岭迷窟·速看版,,,,跟上追剧节奏,2.3,片花 网络剧,0,0
mzc00200xgxykol,龙岭迷窟·课代表,,,,追剧百科小助手,2.3,片花,0,0
mzc00200wk4wxlp,云南虫谷,,,,,2.0,片花,0,0
5db7msbbak0cseu,新西游记,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/5/5db7msbbak0cseu.jpg,,,中国版《指环王》,1.7,科幻 古装 动作,0,0
mzc0020010hqsc1,最后的搬山道人,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc0020010hqsc1.jpg,,,解锁鹧鸪哨探险N版结局,1.5,片花 科幻 动作 剧情,0,0
sxdpww9hfymrtua,权力的游戏第三季,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sxdpww9hfymrtua.jpg,,,狼家遭遇血色婚礼重创,1.4,科幻 战争 剧情,0,0
sfn1vjnjkmzedna,权力的游戏第一季,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sfn1vjnjkmzedna.jpg,,,HBO奇幻史诗巨作,1.4,科幻 剧情,0,0
vqm1l9en588rdtx,权力的游戏第七季,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/v/vqm1l9en588rdtx.jpg,,,终极大战一触即发,1.4,科幻 战争 剧情,0,0
zf2z0xpqcculhcz,权力的游戏合集,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/z/zf2z0xpqcculhcz.jpg,,,HBO奇幻史诗巨作,1.4,科幻 剧情,0,0
mzc002001pvxwzy,《致我们甜甜的小美满》,//puui.qpic.cn/vcover_vt_pic/0/otff8quzy6b2dlw1587008139604/350,龚俊/ 刘人语/ 李歌洋/ 完颜洛绒/ 安泳畅/ 高秋梓,邢潇,改编自小说《舟而复始》，并由原著作者赵乾乾亲任总编剧，讲述了赵泛舟和周筱历经分分合合最终走到一起的校园爱情故事。法医系男神套路满级，中文系少女脑洞清奇，逗萌情侣的互怼日常里，满满都是宠溺。,7.8,内地 2020 爱情,1,1
mzc002004a46hbj,小美满·竖屏小剧场,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc002004a46hbj.jpg,,,逗萌情侣开张营业,6.3,片花 爱情,0,0
mzc0020052ju0rb,小美满·独家花絮,,,,又甜又逗的CP片场日常,3.0,片花,0,0
mzc0020050roshp,致我们甜甜的小美满速看版,,,,高冷男学霸狂撩逗趣少女,2.8,片花,0,0
mzc00200rivcyyf,忘记你，记得爱情,,,,渔村少女的清新海盐恋爱,0.8,爱情,0,0
w8qxzsqol194vha,奇妙的时光之旅[DVD版],http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/w/w8qxzsqol194vha.jpg,,,林心如贾乃亮CP感爆棚,0.8,爱情 科幻 偶像,0,0
mzc00200z9th9sx,蓬莱间,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200z9th9sx.jpg,,,灵物医生白宇找回千年初恋,0.8,爱情 科幻 剧情,0,0
mzc0020059t7f7t,满满喜欢你,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc0020059t7f7t.jpg,,,散打少女恋上天才学霸,0.8,爱情,0,0
qp888i8umsnsag5,我的功夫女友,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/q/qp888i8umsnsag5.jpg,,,马苏演功夫女汉子,0.8,爱情 剧情,0,0
n76mfat9qhrdzcl,奇妙的时光之旅,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/n/n76mfat9qhrdzcl.jpg,,,林心如贾乃亮CP感爆棚,0.8,爱情 科幻 偶像,0,0
l7qbwhpzorvnks8,风光大嫁,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/l/l7qbwhpzorvnks8.jpg,,,蒋梦婕与丹尼斯·吴上演三角网恋,0.8,爱情 剧情,0,0
1qxo0a57yboutfj,班长“殿下”,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/1/1qxo0a57yboutfj.jpg,,,工科少女 硬核开撩,0.8,爱情,0,0
gy9azl8fq6bc59i,外星女生柴小七,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/g/gy9azl8fq6bc59i.jpg,,,霸总徐志贤邂逅外星少女,0.8,爱情 科幻 喜剧,0,0
eeixvklu2ybolhu,走进你的记忆,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/e/eeixvklu2ybolhu.jpg,,,舅舅撩妹开窍脱单记,0.8,爱情 科幻,0,0
ecv3kc99vjazdz7,最好的遇见,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/e/ecv3kc99vjazdz7.jpg,,,明道颖儿打出真情,0.8,爱情 剧情,0,0
dxd1v76tmu0wjuj,《清平乐》,//i.gtimg.cn/qqlive/images/20191105/cid.png,王凯/ 江疏影/ 任敏/ 杨玏/ 边程/ 叶祖新/ 喻恩泰/ 王楚然/ 刘钧,张开宙,北宋皇帝赵祯得知将自己养大的当朝太后刘娥并非亲生母亲，而自己的生母乃是太后当年的婢女李兰惠，深感愧疚。为了报答李家，赵祯将自己最心爱的女儿徽柔嫁给了李家的子孙李玮。朝堂之上，庆历新政大臣和老派权臣之间针锋相对，斗争风起云涌，赵祯治国如执秤，权衡各方势力，为国事殚精竭虑。徽柔与陪伴自己长大的内侍怀吉建立了深厚的感情，对志趣不和又木讷平庸的李玮万般排斥，终于与婆家起了冲突，不顾一切地夜扣宫门，打破帝国最严苛的规矩，引发滔天非议，司马光甚至要在大殿之上“碎首进谏”。赵祯一生悉心呵护的“言路通畅”、“监督国君”的风气，使得他在爱女之情和维护治国理念之间挣扎得遍体鳞伤。最终，公主以半疯狂的抗争，始终未屈服于“成为李玮真正妻子”的命运，却与怀吉永生不得相见。,9.38.2,豆 豆瓣高分 内地 2020 古装 历史 剧情,1,1
mzc002003y9eexj,清平乐[DVD版],,,,王凯江疏影共谱大宋盛世芳华,19.,古装 历史 剧情,0,0
mzc00200ludcssr,清平乐·速看版,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200ludcssr.jpg,,,快速get剧情,9.7,片花 古装 历史 剧情,0,0
hcikypr4zjndnhl,水浒后传,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/h/hcikypr4zjndnhl.jpg,,,好汉传人再聚义,1.0,古装 历史 剧情,0,0
184q363kk4a1i54,大宋提刑官2,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/1/184q363kk4a1i54.jpg,,,南宋包青天,0.9,古装 悬疑 历史 犯罪 剧情,0,0
lq4c3evvpw50otg,大宋王朝赵匡胤,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/l/lq4c3evvpw50otg.jpg,,,大宋王朝的兴衰,0.9,古装 历史,0,0
1wbx6hb4d3icse8,如懿传,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/1/1wbx6hb4d3icse8.jpg,,,周迅霍建华演绎清宫风云,0.9,古装 历史 爱情 剧情,0,0
okr4jr8q88a4g8s,避暑山庄大传奇,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/o/okr4jr8q88a4g8s.jpg,,,汤镇宗化身乾隆,0.8,古装 历史 剧情,0,0
tl5xw7637k80zz1,情剑山河,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/t/tl5xw7637k80zz1.jpg,,,南唐风流国主李煜,0.8,古装 爱情 历史,0,0
e7hi6lep1yc51ca,琅琊榜,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/e/e7hi6lep1yc51ca.jpg,,,胡歌演惊魂权谋,0.8,古装 剧情,0,0
uwr8gse5tajsfgj,大秦帝国之纵横,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/u/uwr8gse5tajsfgj.jpg,,,浩浩荡荡大秦传奇,0.8,古装 历史,0,0
mh3nvjoygijii68,少年包青天3,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mh3nvjoygijii68.jpg,,,邓超版推理悬疑剧,0.7,古装 爱情 悬疑 历史 偶像,0,0
8g4baeu0hdfpbi0,隋唐英雄3[DVD版],http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/8/8g4baeu0hdfpbi0.jpg,,,史诗传奇波澜壮阔,0.7,古装 历史 剧情,0,0
x5y7p3sz3tt9lb3,穿越时空的密令,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/x/x5y7p3sz3tt9lb3.jpg,,,小朋友穿越时空破案记,0.7,古装 剧情,0,0
mzc00200bll9mha,《我是余欢水》,//puui.qpic.cn/vcover_vt_pic/0/mzc00200xole3rw1576750034/350,郭京飞/ 苗苗/ 高露/ 岳旸/ 赵达,孙墨龙,余欢水是公司里业绩最差的员工，退让隐忍、得过且过是他的生存法则，直到嫌他窝囊的妻子提出离婚，余欢水仍未做出改变。某日借酒浇愁后，余欢水身体不适查出癌症，万念俱灰的他破罐子破摔，性情大变，还在阴差阳错之下，成了见义勇为的英雄，到达人生巅峰。但阴差阳错的命运仍在继续，危机和挑战接踵而至，直到余欢水找到真正的尊严与幸福。,8.58.5,豆 豆瓣高分 内地 2020 都市 剧情,1,1
mzc00200pk9moa1,余欢水·竖屏剧场,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200pk9moa1.jpg,,,换个角度看欢水,14.,片花 都市 剧情,0,0
mzc0020058p2c6p,我是余欢水·花絮,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc0020058p2c6p.jpg,,,人均处女座剧组幕后故事,2.3,片花 都市 剧情,0,0
i200hs4ip5a6u7a,鬼吹灯之精绝古城,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/i/i200hs4ip5a6u7a.jpg,,,靳东陈乔恩开启探险之旅,1.4,科幻 动作 剧情,0,0
wu1e7mrffzvibjy,都挺好,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/w/wu1e7mrffzvibjy.jpg,,,2019年度爆款口碑炸裂,1.2,家庭 都市 剧情,0,0
mzc0020095tf0wm,完美关系,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc0020095tf0wm.jpg,,,黄轩佟丽娅王牌联手揭秘公关,1.1,都市 剧情,0,0
mzc00200b5jj666,完美关系[DVD版],,,,黄轩佟丽娅王牌联手揭秘公关,1.1,都市 剧情,0,0
mzc0020035dthgx,遇见幸福[DVD版],http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc0020035dthgx.jpg,,,蒋欣李光洁郭京飞直面中年危机,1.1,都市 家庭 剧情,0,0
mzc002009rrrr0r,遇见幸福,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc002009rrrr0r.jpg,,,蒋欣李光洁郭京飞直面中年危机,1.1,都市 家庭 剧情,0,0
i1evljhb6k0eyvn,好男儿之情感护理,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/i/i1evljhb6k0eyvn.jpg,,,张译变身道歉专业户,1.0,都市 爱情 剧情,0,0
ndrflhegylno9u6,都挺好幕后花絮,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/n/ndrflhegylno9u6.jpg,,,一切看起来都挺好的,1.0,片花 家庭 都市 剧情,0,0
d93ioc9qdo1091m,都挺好速看版,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/d93ioc9qdo1091m.jpg,,,比欢乐颂还扎心的剧来了,1.0,片花 家庭 都市 剧情,0,0
mzc00200dkb4z6s,遇见幸福速看版,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200dkb4z6s.jpg,,,蒋欣李光洁郭京飞直面中年危机,0.9,片花 都市 家庭 剧情,0,0
wt9ylsopqwi5ppx,阳光丽人,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/w/wt9ylsopqwi5ppx.jpg,,,迷死男人不偿命,0.9,都市,0,0
xqmyd00jg2bn7xh,我爱男保姆,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/x/xqmyd00jg2bn7xh.jpg,,,全能煮夫逆袭之路,0.8,都市 爱情,0,0
mzc00200lldrsa6,《我的天才女友》,//puui.qpic.cn/vupload/0/20190716_sub_poster_vip.png/0,伊利莎·德尔·吉尼欧/ 卢多维卡·纳斯提/ 玛格丽塔·马祖可/ 盖娅·吉拉切,萨维里奥·科斯坦佐,"《我的天才女友》是埃莱娜·费兰特“那不勒斯四部曲”的第一部，讲述了两个女主人公莉拉和埃莱娜的少女时代。故事一开始，已经功成名就的埃莱娜接到莉拉儿子里诺的电话，说他母亲彻底消失了。埃莱娜想起莉拉对自己命运的预言，于是她写下她们一生的故事……
莉拉和埃莱娜一起成长于那不勒斯一个破败的社区，从小形影不离，彼此信赖，但又都视对方为自己隐秘的镜子，暗暗角力。莉拉聪明，漂亮。她可以毫不畏惧地和欺凌自己的男生对质，也可以去找人人惧怕的阿奇勒﹒卡拉奇要回被他夺走的玩具；埃莱娜既羡慕莉拉的学习天赋和超人的决断力，又一直暗暗模仿莉拉。
家人不支持莉拉继续求学，因此她到父亲和兄长苦苦维持的修鞋店帮工，又面临几个纨绔子弟的追求。埃莱娜则怀着对朋友的关爱、嫉妒和理解，独自继续学业，却始终无法面对和莉拉竞争的失落。
最终，十六岁的莉拉决定嫁给肉食店老板，但在婚宴上，她发现了丈夫的背叛。而埃莱娜也站在成人世界的入口，既为前途担忧，也因对思想前卫的尼诺产生朦胧好感而彷徨。",9.49.3,豆 豆瓣高分 意大利 2018 剧情,1,1
mzc0020046q4d6r,我的天才女友 第二季,,,,,1.4,片花,0,0
6h7wl5b7uuscct0,六尺之下第一季,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/6/6h7wl5b7uuscct0.jpg,,,六尺之事,1.2,家庭 剧情,0,0
c0itfx98nlo89gh,六尺之下第三季,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/c/c0itfx98nlo89gh.jpg,,,延续黑色幽默的殡葬家族,1.2,家庭 剧情,0,0
zuijil3h5aqqimm,六尺之下第四季,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/z/zuijil3h5aqqimm.jpg,,,殡葬业一家的家庭恐慌,1.2,家庭 剧情,0,0
thxd6hwx23e32gx,六尺之下第二季,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/t/thxd6hwx23e32gx.jpg,,,殡葬家族爱恨纠葛,1.1,家庭 剧情,0,0
spy9cdqqhjpv25d,六尺之下第五季,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/spy9cdqqhjpv25d.jpg,,,私人殡仪馆的故事,1.1,家庭 剧情,0,0
l6rk4qigind76bt,六尺之下全集,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/l/l6rk4qigind76bt.jpg,,,殡葬家族爱恨纠葛,1.1,家庭 剧情,0,0
eio0etatncfnrrm,真探第一季,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/e/eio0etatncfnrrm.jpg,,,麦康纳变身神探,1.1,悬疑 犯罪 剧情,0,0
fpgl4yczxnnlmpw,新闻编辑室第一季,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/f/fpgl4yczxnnlmpw.jpg,,,新闻的操守与商业化,1.0,剧情,0,0
otkq9s3s26es7w1,道北人,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/o/otkq9s3s26es7w1.jpg,,,张嘉译首部电视剧,1.0,剧情,0,0
jfc2e407amupw1a,西藏秘密,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/j/jfc2e407amupw1a.jpg,,,解放的传说,1.0,剧情,0,0
jdq1z12sroanj37,小戏骨白毛女,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/j/jdq1z12sroanj37.jpg,,,萌娃挑战经典抗战歌舞剧,1.0,剧情,0,0
lq81p2hszx53nqk,记忆,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/l/lq81p2hszx53nqk.jpg,,,阿尔茨海默病症律师最后法庭辩论,1.0,剧情,0,0
mirr6spy4bz8kki,美女上错身第二季,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mirr6spy4bz8kki.jpg,,,胖律师汹涌来袭,0.9,喜剧 科幻 都市,0,0
mzc00200gqu4lmv,《恋爱播放列表》,//puui.qpic.cn/vcover_vt_pic/0/mzc00200ibqz3tc1587347355363/350,王旭东/ 余佳淼/ 李沐芷/ 谢兴阳/ 张俐晴,梁锋,《恋爱播放列表》改编自韩国同名热门网剧，该剧从不同视角讲述了几对大学生情侣间的恋爱故事，故事以大学生间的恋爱为主线，每集探讨一个年轻人的恋爱话题，讲述几对年轻情侣在多种恋爱模式下的苦辣酸甜。,7.6,内地 2020 爱情 青春,1,1
mzc002007vjde28,恋爱播放列表·竖屏也爱,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc002007vjde28.jpg,,,100 对情侣，100种恋爱模式,21.,网络剧 爱情,0,0
mzc00200bz3pt5f,金斩，有何贵干？,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200bz3pt5f.jpg,,,酷盖学渣遇上宇直学霸,1.8,网络剧 喜剧,0,0
bg8lt16giaj9vyu,恶魔少爷第二季,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/b/bg8lt16giaj9vyu.jpg,,,霸道总裁高糖虐恋升级,1.6,网络剧 爱情 偶像,0,0
mw049u7n1ou17b1,别碰我心底的小柔软,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mw049u7n1ou17b1.jpg,,,绝美少年玩转青春音乐梦,1.5,网络剧 爱情,0,0
uv2qqgf38mjh9by,浪漫星星·速看版,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/u/uv2qqgf38mjh9by.jpg,,,三分钟速看浪漫星星,1.4,片花 爱情,0,0
kg1tfqbx17kc7dt,快把我哥带走,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/k/kg1tfqbx17kc7dt.jpg,,,经典国漫改编真人剧,1.4,偶像,0,0
